age,sex,job,saving_accounts,checking_account,credit_amount,duration,purpose,marital_status,education_level,number_of_dependents,income,employment_status,existing_loans_count,credit_history_length,previous_defaults,credit_score,installment_rate,loan_type,interest_rate,collateral,default,loan_eligibility
41,male,skilled,moderate,,13170,12,furniture,single,postgraduate,1,33130,employed,0,1,0,552,0.03,car,14.91,none,good,not eligible
58,male,,little,little,28339,23,repairs,single,graduate,0,83794,,2,20,0,727,0.01,,18.57,none,bad,not eligible
69,male,self-employed,moderate,moderate,49207,39,education,married,graduate,0,50080,employed,0,4,1,564,0.03,education,18.54,none,bad,not eligible
66,male,unskilled,moderate,moderate,49528,56,other,married,,0,22839,employed,2,17,0,475,0.04,business,6.92,none,bad,not eligible
66,female,skilled,moderate,,28901,19,radio/TV,married,high school,0,108874,self-employed,1,10,0,651,0.01,mortgage,18.53,,bad,not eligible
69,male,management,moderate,rich,10749,13,car,married,high school,0,51499,unemployed,4,,0,483,0.02,education,12.86,none,good,eligible
29,male,,quite rich,little,,20,other,single,graduate,1,140094,employed,0,16,0,623,0,personal,9.02,none,bad,not eligible
56,female,unskilled,moderate,little,32511,64,radio/TV,single,postgraduate,0,146428,self-employed,0,20,0,,0,education,14.13,property,bad,not eligible
19,female,self-employed,quite rich,,44339,16,other,,high school,1,92036,unemployed,0,5,0,492,0.03,car,9.21,,bad,not eligible
20,female,skilled,little,moderate,40041,25,domestic appliances,single,graduate,0,85926,employed,3,12,0,785,0.02,education,12.19,none,bad,not eligible
66,male,skilled,moderate,little,,60,repairs,,graduate,1,39778,employed,1,6,1,494,,mortgage,17.25,guarantor,bad,not eligible
54,male,unskilled,moderate,little,4142,41,furniture,married,postgraduate,0,115528,self-employed,0,10,,,0,business,5.48,none,bad,not eligible
66,female,skilled,,,6838,19,repairs,married,high school,1,73192,self-employed,1,17,0,633,,education,7.75,none,good,not eligible
34,female,skilled,moderate,moderate,49614,63,car,single,high school,2,95376,employed,1,5,0,354,0.01,car,19.35,none,bad,not eligible
66,male,unskilled,little,rich,10122,43,domestic appliances,single,,1,,employed,2,11,0,301,0,personal,11.68,vehicle,bad,not eligible
19,male,unskilled,little,little,,,education,married,graduate,1,39980,self-employed,1,23,0,603,0.2,car,,none,bad,not eligible
19,male,management,little,little,43373,70,radio/TV,married,graduate,1,24065,employed,0,21,0,,0.03,personal,18.85,none,bad,not eligible
45,female,unskilled,little,moderate,39508,6,education,single,graduate,3,135361,self-employed,3,2,0,440,0.05,education,18.67,vehicle,bad,not eligible
40,male,unskilled,moderate,moderate,48065,65,business,widowed,postgraduate,0,20559,unemployed,2,18,0,388,0.04,business,5.66,none,bad,not eligible
54,male,skilled,moderate,little,8306,30,repairs,single,postgraduate,2,134514,,5,10,0,604,0,,10.44,none,bad,not eligible
49,male,,rich,rich,1257,15,car,single,postgraduate,3,83969,employed,1,22,0,464,0,business,18.69,,good,eligible
50,female,unskilled,quite rich,moderate,27210,55,radio/TV,married,graduate,1,149728,employed,0,1,0,516,0,education,7.7,none,bad,not eligible
18,female,skilled,little,little,21970,17,furniture,married,phd,2,53210,employed,0,2,1,663,0.02,business,13.67,none,bad,not eligible
36,male,unskilled,quite rich,moderate,,37,other,widowed,high school,2,41477,employed,2,22,0,830,0,business,9.81,none,good,not eligible
19,female,unskilled,quite rich,rich,43372,,furniture,married,graduate,2,116111,unemployed,,24,0,583,0.01,car,16.05,vehicle,bad,not eligible
61,female,unskilled,moderate,moderate,26815,31,furniture,single,graduate,1,39529,,3,16,0,661,0.02,,7.37,none,bad,not eligible
43,,management,,little,28293,47,domestic appliances,married,postgraduate,2,28262,employed,0,4,0,,0.02,business,13.94,,bad,not eligible
49,male,unskilled,rich,,,55,,single,graduate,1,75087,unemployed,,28,0,740,0,personal,5,none,bad,not eligible
23,male,unskilled,moderate,little,42594,66,radio/TV,married,postgraduate,0,61686,self-employed,,1,0,744,0.01,mortgage,8.79,none,bad,not eligible
49,female,skilled,rich,little,23005,46,other,married,postgraduate,1,84299,self-employed,1,11,0,676,0.01,,7.43,none,bad,not eligible
21,male,management,little,moderate,28788,62,repairs,single,,0,123044,employed,0,,0,795,0,business,8.15,vehicle,bad,not eligible
28,female,skilled,little,moderate,9456,7,repairs,married,postgraduate,0,46409,employed,0,28,0,487,0.03,education,17.91,none,bad,not eligible
34,female,skilled,moderate,moderate,19609,36,repairs,married,high school,1,29535,employed,0,12,0,683,0.02,personal,18.72,property,good,eligible
55,male,unskilled,moderate,rich,3997,28,domestic appliances,married,high school,3,133828,employed,1,21,0,727,0,education,16.33,vehicle,good,eligible
41,female,skilled,quite rich,little,10364,59,business,married,phd,1,145182,unemployed,0,23,0,457,0,personal,13.85,none,bad,not eligible
22,male,skilled,rich,rich,32010,33,furniture,single,graduate,2,119518,employed,0,6,0,524,0.01,education,8.46,property,bad,not eligible
69,male,skilled,little,moderate,28481,24,,single,graduate,0,148279,self-employed,1,20,0,671,0.01,,,property,bad,not eligible
51,female,skilled,little,little,22526,53,furniture,single,graduate,0,58637,employed,2,10,0,608,,,9.65,none,bad,not eligible
23,female,skilled,quite rich,moderate,,7,other,single,high school,0,84405,employed,,4,0,658,,personal,16.66,none,good,not eligible
39,male,unskilled,moderate,little,47307,16,other,married,graduate,2,53872,self-employed,,29,0,401,0.05,education,8.79,,bad,not eligible
,female,skilled,little,moderate,21517,49,domestic appliances,widowed,,3,22185,employed,0,17,1,759,0.02,personal,19.6,none,bad,not eligible
65,female,unskilled,moderate,moderate,2321,,furniture,married,high school,1,116706,employed,0,5,0,,0,education,,vehicle,good,not eligible
33,male,management,quite rich,little,45985,64,business,married,high school,1,11396,employed,3,,0,501,0.06,education,20,property,bad,not eligible
50,female,self-employed,quite rich,moderate,18521,43,domestic appliances,married,graduate,1,13460,retired,2,5,,586,0.03,car,11.89,vehicle,good,eligible
26,male,self-employed,moderate,moderate,10872,30,domestic appliances,single,graduate,2,112657,employed,2,15,0,446,0,education,13.84,none,good,eligible
,male,management,little,little,41648,26,car,divorced,high school,1,17676,employed,0,2,0,,0.09,personal,9.21,vehicle,bad,not eligible
,male,skilled,rich,little,35014,47,domestic appliances,widowed,graduate,0,47312,self-employed,0,17,0,332,0.02,,14.06,none,bad,not eligible
,female,,moderate,little,28902,41,furniture,married,postgraduate,1,144220,unemployed,,23,0,317,0,mortgage,19.61,none,bad,not eligible
20,female,skilled,moderate,moderate,,14,domestic appliances,,graduate,0,12655,,0,3,0,414,0.04,education,5.46,property,good,not eligible
37,male,skilled,little,rich,16783,17,furniture,married,postgraduate,2,65863,employed,1,4,0,507,0.01,mortgage,9.34,guarantor,bad,not eligible
53,male,skilled,quite rich,rich,41357,15,furniture,single,postgraduate,1,71045,retired,0,8,0,460,0.04,business,9.22,none,bad,not eligible
36,female,skilled,little,moderate,45405,,repairs,married,high school,0,55517,self-employed,0,3,0,589,0.01,mortgage,19.74,property,bad,not eligible
,male,management,little,moderate,8097,10,domestic appliances,married,,1,84227,employed,0,28,0,618,0.01,,,,bad,not eligible
20,female,skilled,moderate,little,30820,38,car,single,graduate,1,84789,employed,1,0,1,761,0.01,personal,17.19,none,bad,not eligible
36,female,skilled,little,moderate,31761,68,furniture,widowed,graduate,3,64322,self-employed,0,26,0,351,0.01,car,9.12,none,bad,not eligible
37,male,self-employed,moderate,little,6607,34,repairs,widowed,,2,111800,unemployed,1,21,,351,0,education,17.91,none,bad,not eligible
49,female,unskilled,little,little,26260,23,car,divorced,,1,130782,unemployed,0,26,0,470,0.01,education,12.32,none,bad,not eligible
24,male,skilled,moderate,moderate,36061,11,car,married,graduate,1,145294,self-employed,,10,,744,0.02,car,8.63,property,bad,not eligible
69,female,self-employed,little,little,11638,58,domestic appliances,single,,0,61141,employed,0,4,0,430,0,car,15.65,none,bad,not eligible
58,female,skilled,little,moderate,35768,37,education,married,,1,20716,employed,3,9,0,522,0.05,car,17.62,property,bad,not eligible
50,female,skilled,little,moderate,32108,47,repairs,married,high school,1,70644,employed,1,2,,614,0.01,car,12.05,property,bad,not eligible
57,male,unskilled,rich,little,13638,52,education,single,postgraduate,1,135650,employed,0,14,0,425,0,car,15.71,none,bad,not eligible
56,female,skilled,quite rich,little,41629,36,,married,high school,0,98499,employed,1,26,0,811,0.01,education,7.72,property,bad,not eligible
35,male,management,little,rich,38193,67,radio/TV,married,high school,1,142454,employed,1,26,0,,0,mortgage,19.06,property,bad,not eligible
57,male,skilled,quite rich,moderate,17964,61,education,single,high school,2,145239,,2,13,0,343,0,personal,6.45,none,bad,not eligible
18,male,skilled,moderate,little,,16,repairs,single,phd,1,127323,employed,1,4,0,683,,education,8.33,none,bad,not eligible
28,male,unskilled,rich,little,37721,31,domestic appliances,single,high school,0,113849,employed,1,7,0,487,0.01,business,9.33,vehicle,bad,not eligible
45,male,unskilled,little,moderate,19132,32,repairs,married,graduate,,,self-employed,0,16,0,543,0.01,education,7.29,guarantor,bad,not eligible
42,female,,moderate,moderate,48047,62,domestic appliances,married,postgraduate,1,,,1,19,1,826,0.01,education,11.1,none,bad,not eligible
67,female,skilled,little,little,12600,,education,single,graduate,2,70972,employed,4,18,0,618,0.01,mortgage,11.87,vehicle,bad,not eligible
40,male,skilled,little,little,48430,64,radio/TV,widowed,graduate,2,84963,self-employed,0,3,0,573,0.01,car,12.78,property,bad,not eligible
48,female,unskilled,rich,rich,1825,67,business,single,phd,0,64534,unemployed,1,1,0,370,0,business,5.61,none,bad,not eligible
47,male,skilled,moderate,moderate,11869,25,furniture,married,postgraduate,,126093,employed,1,1,0,323,0,mortgage,8.29,vehicle,good,eligible
59,female,self-employed,little,rich,10840,8,repairs,married,graduate,1,34121,employed,1,1,0,593,0.04,personal,,guarantor,bad,not eligible
52,female,skilled,,moderate,13908,21,,married,graduate,0,81736,employed,0,2,0,433,0.01,business,17.16,none,good,not eligible
24,male,unskilled,quite rich,rich,19869,49,business,single,phd,1,71581,self-employed,2,27,1,703,0.01,business,9.95,none,bad,eligible
33,female,skilled,moderate,little,18960,35,car,divorced,phd,1,36123,employed,2,8,0,783,0.01,mortgage,11.92,vehicle,bad,not eligible
43,male,management,little,moderate,,45,car,divorced,graduate,2,61036,employed,1,4,0,501,0.01,business,7.75,none,bad,not eligible
65,,,rich,little,31884,70,furniture,married,postgraduate,0,140062,self-employed,1,19,0,833,0,education,17.33,none,bad,not eligible
69,female,management,little,moderate,1961,34,radio/TV,married,high school,1,88855,employed,2,28,0,460,0,education,19.35,,bad,not eligible
66,male,skilled,little,little,42862,35,car,single,graduate,1,32701,employed,1,,0,345,0.04,car,9.37,none,bad,not eligible
19,male,management,rich,little,33340,37,repairs,married,high school,0,51178,employed,2,3,0,797,0.02,mortgage,16.73,property,bad,not eligible
18,male,skilled,little,rich,29110,15,repairs,married,high school,0,115734,employed,1,2,0,737,0.02,education,10.29,none,bad,not eligible
65,female,unskilled,little,rich,,56,education,married,,,47118,unemployed,1,8,0,404,0.01,business,5.04,none,bad,not eligible
29,male,skilled,moderate,little,21495,13,,married,graduate,2,35387,unemployed,0,,1,384,0.05,business,14,none,bad,not eligible
22,male,unskilled,quite rich,moderate,19680,56,furniture,married,high school,0,67613,,1,9,0,376,0.01,,11.16,none,bad,eligible
54,female,self-employed,little,little,8217,41,domestic appliances,single,graduate,,56666,employed,2,16,,824,0,mortgage,16.38,none,bad,not eligible
49,female,management,rich,little,13831,60,business,single,graduate,3,39554,employed,0,29,1,590,0.01,mortgage,16.23,property,bad,not eligible
26,male,skilled,quite rich,moderate,14436,,repairs,single,phd,2,129387,retired,0,21,0,638,0,personal,19.19,property,good,not eligible
58,male,skilled,little,little,30050,41,furniture,single,postgraduate,0,52146,unemployed,1,19,1,820,0.01,mortgage,11.57,vehicle,bad,not eligible
52,male,unskilled,,rich,21115,61,domestic appliances,,graduate,2,110037,employed,1,7,0,312,0,education,12.24,property,bad,not eligible
36,male,management,little,little,4076,41,domestic appliances,married,postgraduate,2,26456,employed,0,22,0,833,0,personal,11.01,none,bad,not eligible
65,male,skilled,moderate,moderate,41368,66,car,married,high school,2,129681,employed,0,18,0,672,0,business,9.45,guarantor,bad,not eligible
33,female,,quite rich,moderate,33003,67,domestic appliances,married,graduate,0,132573,employed,1,4,0,775,0,education,14.57,none,bad,not eligible
20,female,skilled,rich,little,46880,30,,married,phd,1,71405,retired,0,26,0,426,0.02,car,17.42,none,bad,not eligible
37,female,unskilled,little,little,6228,69,domestic appliances,single,graduate,2,10877,self-employed,1,10,0,,,car,7.37,property,bad,not eligible
41,male,skilled,moderate,moderate,33300,65,domestic appliances,single,graduate,1,72718,unemployed,2,3,0,521,,mortgage,19.73,none,bad,not eligible
50,female,skilled,moderate,moderate,,62,business,single,high school,0,68100,employed,2,3,0,696,0,,15.26,none,bad,not eligible
41,male,unskilled,little,little,14578,57,radio/TV,married,high school,2,19642,employed,0,25,1,398,0.01,personal,16.7,vehicle,bad,not eligible
69,female,self-employed,little,moderate,4873,61,furniture,single,graduate,1,,employed,0,14,0,782,0,business,19.98,none,bad,not eligible
28,female,unskilled,little,little,47736,68,radio/TV,single,phd,0,60483,employed,1,7,0,703,0.01,mortgage,12.56,property,bad,not eligible
66,male,unskilled,moderate,little,,25,radio/TV,married,,0,75293,employed,2,24,0,534,0.02,personal,6.07,vehicle,bad,not eligible
25,female,unskilled,moderate,little,33032,59,furniture,divorced,postgraduate,1,85450,employed,,26,0,485,0.01,education,16.85,guarantor,bad,not eligible
53,male,management,little,little,47729,6,business,married,postgraduate,0,106629,employed,0,12,1,578,0.07,business,18.06,none,bad,not eligible
55,female,skilled,quite rich,moderate,35660,15,repairs,married,high school,1,123140,employed,1,29,0,675,0.02,personal,7.44,none,bad,not eligible
57,male,skilled,quite rich,moderate,29188,28,other,married,graduate,0,59508,self-employed,2,29,0,702,0.02,car,5.36,property,bad,not eligible
37,male,unskilled,moderate,rich,11563,56,domestic appliances,married,graduate,1,117815,self-employed,1,19,0,535,0,car,7.04,none,bad,eligible
52,female,unskilled,little,moderate,23589,29,radio/TV,married,graduate,1,141651,employed,2,11,1,367,0.01,personal,9.86,property,bad,not eligible
65,male,skilled,moderate,rich,34085,18,radio/TV,married,high school,1,22587,employed,0,1,0,475,0.08,car,18.86,property,bad,not eligible
42,female,management,little,moderate,6703,34,repairs,single,phd,3,76181,employed,1,0,0,831,0,education,5.04,property,bad,not eligible
52,male,management,little,moderate,2938,63,furniture,single,postgraduate,1,102345,self-employed,2,13,0,752,0,business,17.06,property,bad,not eligible
42,female,unskilled,quite rich,rich,28059,48,education,single,graduate,2,53591,,1,25,,818,0.01,education,17.82,vehicle,bad,not eligible
,female,skilled,little,moderate,23712,15,repairs,married,graduate,3,41901,self-employed,0,19,0,352,0.04,car,17.17,none,bad,not eligible
,male,,little,little,7141,36,radio/TV,divorced,high school,0,103411,unemployed,1,7,0,628,0,personal,6.23,property,bad,not eligible
